,budget_x,movie_facebook_likes,War,actor_3_facebook_likes,Drama,Action,cast_total_facebook_likes,cinematographer,mpaa,composer
679,-0.809150483,-0.569035602,0,-0.141460024,0,1,-0.626968193,183,2,184
680,-0.846524739,-0.569035602,0,-0.197459283,1,0,-0.517781717,140,2,61
681,-0.729576048,-0.549967653,0,-0.350330824,1,1,-0.160101882,162,3,186
682,-0.899752541,-0.095493829,0,-0.282101841,0,0,0.350508375,252,1,9
683,-0.770190026,-0.54267511,0,-0.363204217,0,0,-0.254079534,234,2,54
684,-1.038648238,-0.542233137,0,-0.218056711,0,0,-0.679728445,95,1,75
685,-0.949763055,-0.569035602,0,-0.408261092,1,0,-0.792283651,120,1,36
686,-0.899752541,-0.569035602,0,-0.194562769,0,1,0.139120583,107,2,170
687,-0.789872671,-0.569035602,0,-0.302377435,0,0,-0.723224691,7,2,54
688,-0.750094045,-0.540875651,0,-0.379939627,1,0,-0.744626033,205,2,128
689,-0.996750744,-0.569035602,0,-0.435295217,1,1,-0.793076293,83,3,126
690,-1.295889415,-0.569035602,0,-0.301733765,1,0,-0.763253127,215,2,73
691,-0.920437265,-0.158632732,0,-0.431111364,1,0,-0.848462174,84,2,139
692,-0.969197516,0.220200686,0,-0.210010841,0,0,-0.640096331,186,1,45
693,-0.828031787,-0.127063281,0,-0.373502931,0,1,-0.735262946,106,2,54
694,-0.965752229,-0.190202184,0,-0.210654511,1,0,0.907290046,61,2,184
695,-0.818037599,-0.569035602,0,-0.283389181,0,0,-0.666005826,8,2,74
696,-0.941121989,-0.284910538,0,-0.156264425,0,0,0.23488168,219,3,1
697,-0.818037599,-0.553945404,0,-0.141460024,0,1,0.029537786,210,1,99
698,-0.973123277,0.472756298,0,-0.141460024,1,0,0.909915673,212,2,91
699,-0.818037599,-0.569035602,0,-0.209367171,1,0,-0.689834635,215,2,47
700,-0.872224977,-0.537813414,0,-0.240585149,0,0,-0.732340078,61,2,99
701,-1.179348433,-0.31647999,0,-0.341963118,0,1,-0.700634386,61,1,168
702,-0.798946417,-0.54728425,0,-0.373181096,1,0,-0.805263169,194,3,126
703,-0.798946417,-0.563731934,0,-0.313319819,1,0,-0.739622479,50,1,75
704,-0.334848875,-0.569035602,0,-0.428536686,1,0,-0.813932694,253,3,184
705,-1.520294263,-0.190202184,0,-0.226424417,1,0,-0.714257925,8,3,127
706,-1.003821693,0.662173007,0,-0.172356167,0,1,-0.00712192,51,3,77
707,-0.798946417,-0.554071682,0,-0.325871377,1,1,-0.771575871,50,2,184
708,-0.565590824,-0.569035602,0,-0.379617793,0,0,-0.109025994,258,1,13
709,-0.882377373,-0.569035602,0,-0.291435051,1,0,-0.620874755,139,1,128
710,-1.047541874,-0.127063281,0,-0.230286435,1,1,0.112913848,76,2,84
711,-1.088049588,1.640826004,0,-0.292400556,1,0,-0.12824757,155,2,122
712,-0.977548173,0.346478492,0,-0.396996873,1,0,-0.168375086,205,3,48
713,-0.949763055,-0.127063281,0,-0.253780377,1,0,-0.212961215,258,2,24
714,-0.945734683,-0.569035602,0,-0.244125332,1,0,0.911451418,75,3,31
715,-0.945734683,-0.569035602,0,-0.452030628,0,0,0.02393975,241,1,149
716,-0.977548173,-0.569035602,0,-0.278561658,0,1,-0.159111079,55,3,81
717,-1.047541874,-0.095493829,0,-0.273090466,1,0,-0.634745995,34,3,70
718,-0.992965862,-0.569035602,0,-0.260217073,1,0,-0.172685079,134,1,128
719,-0.945734683,0.030783977,0,2.755053384,1,0,1.306137739,74,2,31
720,-0.865885173,-0.569035602,0,-0.256033221,1,0,0.16225583,215,2,1
721,-1.022856425,0.535895201,0,-0.253780377,0,0,-0.706925984,16,3,122
722,-0.997807453,-0.190202184,0,-0.360951373,0,0,-0.813585913,106,3,33
723,-1.055985434,-0.569035602,0,-0.260217073,1,0,-0.187794822,50,1,157
724,-0.879210866,-0.542138429,0,-0.310423306,1,1,-0.339684902,2,3,5
725,-0.883599554,-0.569035602,0,-0.27598698,1,1,-0.053689654,106,3,17
726,-1.05153005,-0.221771635,0,3.720557853,1,0,1.304998316,79,2,108
727,-0.992965862,0.157061783,0,0.180374799,1,0,0.109446038,17,2,6
728,-0.829332593,-0.564836865,0,-0.318469176,1,0,-0.731547435,134,3,29
729,-0.902344931,-0.548894292,0,-0.25667689,0,0,-0.651837345,67,2,42
730,-1.003176162,0.188631234,0,-0.236079462,0,0,-0.003555029,143,3,33
731,-1.127284506,0.630603555,0,-0.262469917,1,0,-0.708709429,3,2,31
732,-0.872224977,-0.569035602,0,-0.25732056,0,1,-0.65371987,97,1,99
733,-1.032651032,0.409617395,0,-0.442697418,0,0,0.048263961,53,3,34
734,-0.957288894,0.567464652,0,-0.290147712,1,0,0.409659306,213,2,31
735,-0.956601834,-0.569035602,0,-0.300768261,1,0,0.308547874,84,2,177
736,-1.060925889,-0.032354926,0,-0.244447167,1,0,-0.5879801,111,3,34
737,-0.987972889,-0.569035602,0,-0.141460024,1,0,0.394648643,219,2,55
738,-0.940420501,-0.569035602,0,-0.273090466,0,0,-0.72956583,228,1,136
739,-0.904150003,-0.569035602,0,-0.363204217,0,0,-0.75403866,177,3,85
740,-1.018066732,-0.569035602,0,-0.326193212,1,0,-0.764689791,61,1,144
741,-0.907031275,-0.569035602,0,-0.280492667,1,0,-0.666996629,66,1,89
742,-1.060925889,0.662173007,0,-0.197781118,1,0,0.104739724,125,2,179
743,-1.046935361,-0.000785475,0,-0.424674668,0,0,-0.824583825,188,3,107
744,-1.003176162,-0.569035602,0,-0.163666626,0,0,1.767356474,115,1,99
745,-1.003176162,-0.569035602,0,-0.390238342,0,1,-0.768405302,217,3,150
746,-1.000632672,-0.569035602,0,-0.285320189,0,0,-0.226386594,245,2,187
747,-1.052809216,-0.569035602,0,-0.249596524,0,0,-0.634894616,120,2,41
748,-0.92389936,-0.569035602,0,-0.161091948,0,0,1.189272541,213,3,31
749,-0.933438107,1.072575877,0,0.502209623,0,1,0.808308839,213,2,41
750,-1.018066732,-0.569035602,0,-0.27534331,0,0,-0.710344254,258,2,170
751,-1.032651032,-0.158632732,0,-0.400215221,1,0,-0.759141295,31,2,8
752,-0.50583218,-0.569035602,0,-0.319434681,0,0,-0.745666376,253,2,159
753,-1.06667893,-0.569035602,0,-0.396996873,1,0,-0.828745197,74,1,139
754,-1.032651032,-0.063924378,0,-0.346468806,1,0,0.919625541,249,3,38
755,-0.88980896,-0.569035602,0,-0.292400556,1,0,-0.727931005,104,3,109
756,-0.987972889,-0.569035602,0,-0.335204587,0,0,-0.697661977,7,3,35
757,-0.92389936,-0.569035602,0,-0.215803868,1,0,-0.69865278,255,2,90
758,-1.046935361,-0.221771635,0,-0.342928623,0,1,-0.754187281,199,2,99
759,-1.380205892,-0.569035602,0,-0.283711015,1,1,0.319991647,24,3,88
760,-1.093568406,-0.569035602,0,-0.368031739,1,0,-0.760132098,22,2,132
761,-0.92389936,-0.569035602,0,-0.150149564,0,0,-0.019952817,129,1,144
762,-1.032651032,-0.158632732,0,-0.443019253,0,1,-0.848808955,185,2,62
763,-0.355489002,-0.569035602,0,-0.286607529,1,0,0.261534278,47,3,35
764,-1.060925889,-0.569035602,0,-0.352583668,1,1,-0.773904258,18,3,22
765,-0.940420501,-0.569035602,0,-0.295940739,0,0,-0.751016712,207,2,126
766,-1.046935361,0.062353428,0,-0.351939998,0,1,0.34550482,170,2,55
767,-1.088049588,-0.569035602,0,-0.381870636,0,1,-0.793423074,174,2,33
768,-1.060925889,-0.032354926,0,-0.315894498,0,1,0.534252766,107,3,48
769,-1.018066732,-0.569035602,0,-0.227068087,0,0,-0.563160488,184,1,62
770,-0.972450348,-0.569035602,0,2.755053384,1,0,0.752031236,191,3,128
771,-0.972450348,-0.569035602,0,-0.42016898,1,0,-0.82299854,254,3,134
772,-0.872224977,-0.569035602,0,-0.300768261,1,0,0.104541563,174,3,35
773,-1.003176162,-0.569035602,0,-0.389272837,0,1,-0.780146316,36,3,100
774,-1.092178786,0.662173007,0,-0.242194323,1,0,-0.231538769,75,2,9
775,-0.987972889,-0.569035602,0,-0.216769372,1,1,-0.551469014,235,3,138
776,-1.088049588,0.188631234,0,-0.461363838,1,0,0.264358066,49,1,5
777,-0.956601834,-0.284910538,0,-0.280814502,1,0,-0.697711518,190,2,125
778,-1.093271882,0.630603555,0,-0.421778154,0,1,-0.788270899,76,2,103
779,-1.088049588,-0.569035602,0,-0.417916137,1,0,-0.799120191,174,3,8
780,-0.956601834,0.157061783,0,-0.141460024,1,0,0.344068156,161,2,39
781,-1.106309357,0.157061783,0,-0.156264425,1,0,-0.70885805,59,2,128
782,-0.879210866,-0.559122794,0,-0.369319078,1,0,-0.7885186,20,2,133
783,-0.92107735,-0.545611069,0,-0.252493038,0,1,-0.582233443,94,3,43
784,-0.978967412,-0.53746615,0,-0.357089355,0,1,-0.787924118,166,2,162
785,-1.131863956,-0.569035602,0,-0.447846775,0,1,-0.834838634,223,2,186
786,-1.085804283,0.030783977,0,-0.323940368,1,0,-0.635687258,135,2,1
787,-0.904150003,-0.554418946,0,-0.406008248,1,0,0.049205223,165,3,126
788,-0.969798911,-0.442757796,0,-0.355158346,1,1,-0.771873112,41,3,30
789,-1.051330199,-0.095493829,0,-0.447203105,1,0,-0.158070736,213,3,146
790,-0.953894717,0.09392288,0,2.111383738,0,0,1.271162398,95,1,99
791,-1.082257494,0.283339589,0,-0.315250828,0,0,-0.716635852,204,3,134
792,-1.118030084,2.493201194,0,2.433218561,0,0,1.043129119,25,3,84
793,-0.929089139,-0.569035602,0,-0.149505894,1,0,0.910262454,12,3,128
794,-1.32195592,-0.569035602,0,-0.141460024,0,1,0.685350204,164,2,150
795,-1.060925889,-0.569035602,0,0.180374799,1,0,2.798336396,130,3,141
796,-1.092178786,-0.569035602,0,-0.291435051,0,1,-0.703210473,12,2,54
797,-1.092178786,1.198853683,0,-0.349043484,1,1,-0.082274317,66,2,32
798,-1.037138162,-0.253341087,0,-0.17460901,0,0,-0.334730887,161,3,82
799,-1.00785373,-0.569035602,0,-0.436582556,1,0,-0.807244774,86,1,99
800,-1.00785373,-0.569035602,0,-0.179436533,1,0,-0.244765987,187,3,85
801,-1.078844569,-0.190202184,0,-0.319434681,0,1,-0.731696056,76,3,126
802,-1.156099548,-0.158632732,0,1.789548915,0,0,0.713340385,158,2,123
803,-1.078844569,-0.569035602,0,-0.31138881,0,0,-0.729912611,81,3,139
804,-1.124673205,1.451409295,0,-0.182011211,1,0,0.161364108,66,3,5
805,-1.2610609,4.134812673,0,-0.247665515,0,0,-0.129436534,204,3,9
806,-0.969929723,-0.569035602,0,-0.321043855,1,0,-0.192402056,194,2,139
807,-0.954028275,-0.569035602,0,-0.264722761,1,0,-0.676211095,3,2,137
808,-1.161088664,0.31490904,0,-0.200677631,0,0,1.120461282,16,3,130
809,-0.994355909,-0.569035602,0,-0.141460024,0,0,-0.486620967,152,3,53
810,-1.144107667,0.441186846,0,-0.372859261,1,0,0.031073531,215,2,135
811,-1.099103848,-0.569035602,0,-0.158839104,1,0,-0.006676058,8,1,11
812,-0.978967412,-0.569035602,0,-0.141460024,1,0,1.84201347,191,1,184
813,-1.156099548,0.72531191,0,-0.174287176,1,0,0.115935796,8,2,165
814,-1.268145993,-0.569035602,0,-0.162057452,0,0,-0.642276097,116,2,177
815,-0.823372604,-0.569035602,0,-0.293044225,0,0,-0.200625719,134,0,99
816,-1.038648238,-0.569035602,0,-0.39345669,0,0,0.119007285,116,1,171
817,-1.141348483,-0.190202184,0,-0.378974123,1,0,-0.780394017,249,3,38
818,-1.038648238,-0.127063281,0,-0.280814502,1,0,0.551641357,249,2,38
819,-1.061598013,1.230423134,0,-0.287894868,1,0,0.832286269,206,2,1
